942,,Wojciech Szczesny Juventus | ITA 1,89,GK,26.8K,DIV 90,HAN 86,KIC 76,REF 90,SPD 52,POS 89,1,3,M/M,Right,907
943,,Wissam Ben Yedder AS Monaco | FRA 1,89,ST CF,34K,PAC 87,SHO 89,PAS 84,DRI 93,DEF 44,PHY 75,4,5,H/L,Right,2221
944,,Andrew Robertson Liverpool | ENG 1,89,LB LWB,40K,PAC 90,SHO 64,PAS 85,DRI 84,DEF 86,PHY 83,5,2,H/H,Left,2228
945,,Gabriel Jesus Arsenal | ENG 1,89,RW RM,59.5K,PAC 90,SHO 88,PAS 81,DRI 91,DEF 46,PHY 81,5,3,H/H,Right,2204
946,,Dimitri Payet OM | FRA 1,89,CAM ST LW,,PAC 89,SHO 88,PAS 86,DRI 90,DEF 47,PHY 81,4,4,H/M,Right,2194
947,,Alexandre Lacazette OL | FRA 1,89,ST  CF,27.5K,PAC 91,SHO 86,PAS 86,DRI 88,DEF 50,PHY 86,5,4,H/H,Right,2251
948,,Jack Butland Crystal Palace | ENG 1,89,GK,29.5K,DIV 87,HAN 88,KIC 80,REF 88,SPD 80,POS 90,5,5,M/M,Right,1009
949,,Joao Felix Atletico de Madrid | ESP 1,89,RW RM CF ST,78K,PAC 90,SHO 85,PAS 86,DRI 92,DEF 45,PHY 74,5,4,M/M,Right,2193
950,,Angel Correa Atletico de Madrid | ESP 1,89,ST RM CF,,PAC 90,SHO 89,PAS 85,DRI 92,DEF 57,PHY 82,4,4,H/M,Right,2261
951,,Theo Hernandez Milan | ITA 1,89,LB LWB,152K,PAC 96,SHO 75,PAS 81,DRI 85,DEF 82,PHY 87,3,3,H/H,Left,2259
952,,Lautaro Martinez Inter | ITA 1,89,ST CF,22.5K,PAC 86,SHO 89,PAS 78,DRI 88,DEF 50,PHY 88,4,4,H/M,Right,2233
953,,Pedri FC Barcelona | ESP 1,89,CM,31.5K,PAC 83,SHO 76,PAS 85,DRI 90,DEF 75,PHY 80,5,4,H/H,Right,2222
954,,Aymeric Laporte Manchester City | ENG 1,89,CB,66.5K,PAC 82,SHO 53,PAS  75,DRI 72,DEF 90,PHY 87,2,3,M/M,Left,2065
955,,Marco Asensio Real Madrid | ESP 1,89,ST CF RW,40.3K,PAC 91,SHO 86,PAS 84,DRI 89,DEF 49,PHY 70,4,4,H/M,Left,2149
956,,Emmanuel Petit Icons | ICO,89,CDM LB CM,50.5K,PAC 81,SHO 78,PAS 82,DRI 77,DEF 86,PHY 89,3,3,H/H,Left,2259
957,,Hernan Crespo Icons | ICO,89,ST CF,34K,PAC 87,SHO 89,PAS 71,DRI 88,DEF 39,PHY 71,4,5,M/L,Right,2060
958,,Luis Suarez Uruguay | LIB,89,ST CF,64.5K,PAC 85,SHO 91,PAS 83,DRI 89,DEF  50,PHY 88,3,4,H/M,Right,2272
959,,Cristian Romero Spurs | ENG 1,89,CB,46K,PAC 81,SHO 52,PAS 65,DRI 75,DEF 91,PHY 88,5,5,M/H,Right,2029
960,,Kyle Walker Manchester City | ENG 1,89,RB RWB,235K,PAC 95,SHO 67,PAS 83,DRI 84,DEF 85,PHY  86,3,2,H/H,Right,2275
961,,Bruno Guimaraes Newcastle Utd | ENG 1,89,CM CDM,27K,PAC 82,SHO 80,PAS 87,DRI 89,DEF 86,PHY 87,3,3,H/H,Right,2332
962,,Player,OVR,POS,BIN,PAC,SHO,PAS,DRI,DEF,PHY,S/M,W/F,W/Rs,Foot,Stats
963,,Leon Goretzka FC Bayern Munchen | GER 1,89,CM CDM,50K,PAC 80,SHO 84,PAS 84,DRI 85,DEF 84,PHY 88,3,4,H/M,Right,2316
964,,Sergej Milinkovic-Savic Latium | ITA 1,89,CM,24.5K,PAC 75,SHO 84,PAS 85,DRI 85,DEF 82,PHY 90,4,5,H/M,Right,2302
965,,Palhinha  Fulham | ENG 1,89,CDM CM,,PAC 75,SHO 76,PAS 80,DRI 81,DEF 90,PHY 95,3,4,M/H,Right,2236
966,,Steven Berghuis Ajax | NED 1,89,CAM RW,,PAC 88,SHO 88,PAS 89,DRI 89,DEF 47,PHY 79,4,3,H/M,Left,2215
967,,Antoine Griezmann  Atletico de Madrid | ESP 1,89,ST CF RW,51.5K,PAC 87,SHO 89,PAS 89,DRI 92,DEF 60,PHY 85,5,5,M/M,Left,2394
968,,Jack Grealish Manchester City | ENG 1,89,LW LM CAM,31.3K,PAC 87,SHO 84,PAS 89,DRI 92,DEF 49,PHY 76,4,3,H/M,Right,2137
969,,Sadio Mane Senegal | WC,89,LM CF LW,,PAC 90,SHO 83,PAS 80,DRI 88,DEF 44,PHY 77,4,4,H/M,Right,2132
970,,Harry Kane England | WC,89,ST CF,,PAC 68,SHO 91,PAS 83,DRI 82,DEF 47,PHY 82,3,5,H/H,Right,2139
971,,Fabinho Liverpool | ENG 1,89,CDM CB,,PAC 78,SHO 75,PAS 84,DRI 85,DEF 88,PHY 86,3,2,M/H,Right,2268
972,,Heung Min Son Korea Rep | WC,89,LW LM,,PAC 88,SHO 89,PAS 82,DRI 86,DEF 42,PHY 69,4,5,H/M,Right,2088
973,,Joshua Kimmich Germany | WC,89,CDM RB,,PAC 68,SHO 72,PAS 87,DRI 84,DEF 83,PHY 79,3,4,H/M,Right,2223
974,,Alisson Brazil | WC,89,GK,,DIV 86,HAN 85,KIC 85,REF 89,SPD 54,POS 90,1,3,M/M,Right,1002
975,,Neymar Jr Brazil | WC,89,LW LM,,PAC 87,SHO 83,PAS 85,DRI 93,DEF 37,PHY 61,5,5,H/M,Right,2099
976,,Casemiro Brazil | WC,89,CDM,,PAC 63,SHO 73,PAS 75,DRI 72,DEF 87,PHY 90,2,3,M/H,Right,2143
977,,Ederson Brazil | WC,89,GK,,DIV 87,HAN 82,KIC 93,REF 88,SPD 64,POS 88,1,3,M/M,Left,1145
978,,Kingsley Coman FC Bayern Munchen | GER 1,89,LM LW,,PAC 94,SHO 82,PAS 82,DRI 89,DEF 34,PHY 70,5,3,M/M,Right,2076
979,,Thiago Liverpool | ENG 1,89,CM,50.5K,PAC 85,SHO 84,PAS 89,DRI 87,DEF 75,PHY 73,5,3,M/M,Right,2327
980,,Sergio Ramos Paris SG | FRA 1,89,CB,73.5K,PAC 80,SHO 65,PAS 76,DRI 74,DEF 89,PHY 84,3,3,H/M,Right,2196
981,,Toni Kroos Real Madrid | ESP 1,89,CM,28K,PAC 55,SHO 82,PAS 91,DRI 82,DEF 72,PHY 70,3,5,M/M,Right,2129
982,,Pique FC Barcelona | ESP 1,89,CB,68.5K,PAC 83,SHO 58,PAS 77,DRI 74,DEF 88,PHY 87,2,3,H/M,Right,2065
983,,Joao Cancelo Manchester City | ENG 1,89,LB RB LWB,30K,PAC 86,SHO 75,PAS 86,DRI 86,DEF 82,PHY 75,4,4,H/M,Right,2241
984,,Gianluigi Donnarumma Paris SG | FRA 1,89,GK,43.8K,DIV 91,HAN 84,KIC 81,REF 90,SPD 54,POS  86,1,3,M/M,Right,953
985,,Phil Foden Manchester City | ENG 1,89,LW LM CAM CF,33.8K,PAC 86,SHO 83,PAS 86,DRI 92,DEF 61,PHY 65,4,3,H/H,Left,2160
986,,Erling Haaland Manchester City | ENG 1,89,ST CF,61K,PAC 90,SHO 92,PAS 67,DRI 82,DEF 50,PHY 88,3,3,H/M,Left,2107
987,,Antonio Rudiger Real Madrid | ESP 1,89,CB,163K,PAC 84,SHO 55,PAS 75,DRI 71,DEF 88,PHY 87,2,3,H/H,Right,2029
988,,Player,OVR,POS,BIN,PAC,SHO,PAS,DRI,DEF,PHY,S/M,W/F,W/Rs,Foot,Stats
989,,Marquinhos Paris SG | FRA 1,89,CB,44K,PAC 80,SHO 57,PAS 76,DRI 76,DEF 90,PHY 82,3,3,M/H,Right,2071
990,,Luka Modric Real Madrid | ESP 1,89,CM,32.8K,PAC 75,SHO 78,PAS 90,DRI 89,DEF 73,PHY 67,4,4,M/M,Right,2241
991,,David Ginola Heroes | FRA 1,89,LM CAM ST LW,68.5K,PAC 90,SHO 88,PAS 87,DRI 91,DEF 55,PHY 84,5,5,H/M,Right,2283
992,,Lucio Heroes | ITA 1,89,CB,35K,PAC 82,SHO 72,PAS 74,DRI 77,DEF 91,PHY 89,3,3,M/H,Right,2220
993,,Jean-Pierre Papin Heroes | FRA 1,89,ST CF,19.3K,PAC 83,SHO 93,PAS 73,DRI 83,DEF 44,PHY 76,3,4,H/M,Right,2129
994,,Fernando Morientes Heroes | ESP 1,89,ST CF,17K,PAC 84,SHO 90,PAS 77,DRI 83,DEF 45,PHY 86,4,4,H/M,Right,2155
995,,Abedi Pele  Heroes | FRA 1,89,CAM LM CF,21.8K,PAC 91,SHO 83,PAS 87,DRI 91,DEF 48,PHY 66,4,4,M/M,Left,2185
996,,Jurgen Kohler Heroes | GER 1,89,CB,22K,PAC 71,SHO 51,PAS 63,DRI 62,DEF 91,PHY 90,2,3,M/H,Right,1953
997,,Rudi Voller Heroes | GER 1,89,ST CF,20K,PAC 89,SHO 90,PAS 76,DRI 86,DEF 47,PHY 85,3,4,H/M,Right,2203
998,,Gennaro Gattuso Icons | ICO,89,CDM CM,67.5K,PAC 73,SHO 65,PAS 72,DRI 73,DEF 91,PHY 89,2,3,M/H,Right,2087
999,,John Barnes Icons | ICO,89,LW LM CAM,69K,PAC 90,SHO 87,PAS 85,DRI 91,DEF 45,PHY 85,4,4,H/M,Left,2188
1000,,Ashley Cole Icons | ICO,89,LB LWB,67.5K,PAC 89,SHO 67,PAS 83,DRI 83,DEF 88,PHY 80,3,2,H/M,Left,2269
1001,,Gianluca Zambrotta Icons | ICO,89,RB RWB LB,84K,PAC 90,SHO 72,PAS 84,DRI 85,DEF 88,PHY 86,4,5,H/M,Right,2309
1002,,Ian Wright Icons | ICO,89,ST CF,68.5K,PAC 89,SHO 90,PAS 70,DRI 82,DEF 41,PHY 77,3,4,M/M,Right,2066
1003,,Sol Campbell Icons | ICO,89,CB,67.5K,PAC 80,SHO 45,PAS 60,DRI 54,DEF 90,PHY 90,2,3,M/M,Right,1807
1004,,Bastian Schweinsteiger Icons | ICO,89,CM LM,67.5K,PAC 68,SHO 83,PAS 87,DRI 83,DEF 85,PHY 87,3,3,H/H,Right,2339
1005,,David Trezeguet Icons | ICO,89,ST CF,67.5K,PAC 82,SHO 90,PAS 68,DRI 80,DEF 43,PHY 76,4,4,M/L,Right,1986
1006,,Phillip Lahm Icons | ICO,89,CDM RB LB,67.5K,PAC 82,SHO 70,PAS 88,DRI 85,DEF 90,PHY 70,3,3,H/M,Right,2268
1007,,Ferenc Puskas Icons | ICO,89,CF ST,89K,PAC 90,SHO 93,PAS 85,DRI 90,DEF 42,PHY 73,4,3,H/L,Left,2202
1008,,Juan Roman Riquelme Icons | ICO,89,CAM,68K,PAC 68,SHO 83,PAS 91,DRI 92,DEF 32,PHY 67,5,4,M/L,Right,2057
1009,,Kaka Icons | ICO,89,CAM,79.5K,PAC 85,SHO 82,PAS 87,DRI 90,DEF 43,PHY 70,5,4,H/M,Right,2081
1010,,Marco van Basten Icons | ICO,89,ST CF,68.5K,PAC 83,SHO 91,PAS  72,DRI 86,DEF 35,PHY 76,3,4,M/M,Right,2062
1011,,Eusebio Icons | ICO,89,CF ST,368K,PAC 95,SHO 91,PAS 82,DRI 90,DEF 43,PHY 78,4,5,H/M,Right,2238
1012,,Ian Rush Icons | ICO,89,ST CF,68K,PAC 83,SHO 90,PAS 72,DRI 85,DEF 44,PHY 80,3,4,H/M,Right,2112
1013,,Fabio Cannavaro Icons | ICO,89,CB,70.5K,PAC 76,SHO 44,PAS 62,DRI 67,DEF 92,PHY 82,2,3,L/H,Right,1929
1014,,Player,OVR,POS,BIN,PAC,SHO,PAS,DRI,DEF,PHY,S/M,W/F,W/Rs,Foot,Stats
1015,,Didier Drogba Icons | ICO,89,ST CF,70K,PAC 85,SHO 90,PAS 75,DRI 80,DEF 46,PHY 88,4,4,H/H,Right,2141
1016,,Miroslav Klose Icons | ICO,89,ST CF,67.5K,PAC 83,SHO 87,PAS 75,DRI 81,DEF 42,PHY 78,3,4,H/M,Right,2084
1017,,Michael Ballack Icons | ICO,89,CM CAM,68K,PAC 78,SHO 87,PAS 88,DRI 82,DEF 78,PHY 88,4,4,M/H,Right,2326
1018,,Hugo Sanchez Icons | ICO,89,ST CF,70K,PAC 90,SHO 88,PAS 78,DRI 89,DEF 41,PHY 70,3,4,H/M,Left,2128
1019,,Edwin van der Sar Icons | ICO,89,GK,145K,DIV 87,HAN 86,KIC 83,REF 90,SPD 47,POS 89,1,3,M/M,Right,911
1020,,Bobby Moore Icons | ICO,89,CB,67.5K,PAC 66,SHO 60,PAS 81,DRI 75,DEF 91,PHY 83,2,3,M/M,Right,2170
1021,,David Beckham Icons | ICO,89,RM CM RW,85K,PAC 80,SHO 85,PAS 92,DRI 86,DEF 68,PHY 80,3,3,H/H,Right,2315
1022,,Pavel Nedved Icons | ICO,89,LM LW,67.5K,PAC 88,SHO 86,PAS 88,DRI 88,DEF 52,PHY 80,4,5,H/M,Right,2222
1023,,Paul Scholes Icons | ICO,89,CM CAM,68.5K,PAC 71,SHO 86,PAS 89,DRI 81,DEF 64,PHY 80,3,3,H/M,Right,2240
1024,,Gheorghe Hagi Icons | ICO,89,CAM LM,67.5K,PAC 85,SHO 87,PAS 89,DRI 89,DEF 40,PHY 65,4,4,M/L,Left,2150
1025,,Gary Lineker  Icons | ICO,89,ST CF,68K,PAC 89,SHO 90,PAS 70,DRI 84,DEF 38,PHY 74,3,4,H/L,Right,2045
1026,,Laurent Blanc Icons | ICO,89,CB CAM,67.5K,PAC 79,SHO 68,PAS 70,DRI 79,DEF 90,PHY 85,2,3,M/H,Right,2165
1027,,Ronaldinho Icons | ICO,89,CAM LW,449K,PAC 80,SHO 85,PAS 88,DRI 90,DEF 38,PHY 77,5,4,H/L,Right,2124
1028,,Socrates Icons | ICO,89,CAM,68K,PAC 82,SHO 88,PAS 88,DRI 88,DEF 46,PHY 83,4,5,H/M,Right,2199
1029,,Michael Laudrup Icons | ICO,89,LW LM CAM,67.5K,PAC 82,SHO 77,PAS 89,DRI 90,DEF 36,PHY 62,4,4,M/M,Right,2029
1030,,Johan Cruyff Icons | ICO,89,CF ST,288K,PAC 92,SHO 87,PAS 85,DRI 92,DEF 40,PHY 70,5,5,H/L,Right,2146
1031,,Fernando Hierro Icons | ICO,89,CB,67.5K,PAC 71,SHO 66,PAS 75,DRI 70,DEF 90,PHY 84,2,3,M/H,Right,2156
1032,,Lev Yashin Icons | ICO,89,GK,96.5K,DIV 91,HAN 86,KIC 72,REF 92,SPD 64,POS 89,1,3,M/M,Right,1198
1033,,Steven Gerrard Icons | ICO,89,CM CDM,69K,PAC 80,SHO 86,PAS 88,DRI 84,DEF 75,PHY 80,3,3,H/M,Right,2304
1034,,Roberto Baggio Icons | ICO,89,CF CAM ST,80K,PAC 82,SHO 83,PAS 90,DRI 90,DEF 41,PHY 61,5,4,M/L,Right,2088
1035,,Alan Shearer Icons | ICO,89,ST CF,67.5K,PAC 84,SHO 90,PAS 75,DRI 78,DEF 48,PHY 84,2,3,H/M,Right,2152
1036,,Robin van Persie Icons | ICO,89,ST CF,67.5K,PAC 83,SHO 92,PAS 85,DRI 88,DEF 44,PHY 75,4,4,M/L,Left,2167
1037,,Casillas Icons | ICO,89,GK,90K,DIV 90,HAN 88,KIC 84,REF 88,SPD 58,POS 91,1,3,M/M,Left,1213
1038,,Gerd Muller Icons | ICO,89,ST CF,77K,PAC 89,SHO 90,PAS 72,DRI 85,DEF 40,PHY 75,4,4,H/M,Right,2116
1039,,Xabi Alonso Icons | ICO,89,CDM CM,67.5K,PAC 72,SHO 77,PAS 87,DRI 79,DEF 84,PHY 82,0,0,H/H,Right,2251
1040,,Player,OVR,POS,BIN,PAC,SHO,PAS,DRI,DEF,PHY,S/M,W/F,W/Rs,Foot,Stats
1041,,Neymar Jr Paris SG | FRA 1,89,LW  LM,21K,PAC 87,SHO 83,PAS 85,DRI 93,DEF 37,PHY 61,5,5,H/M,Right,2098
1042,,Sadio Mane FC Bayern Munchen | GER 1,89,LM CF LW,18.5K,PAC 90,SHO 83,PAS 80,DRI 88,DEF 44,PHY 77,4,4,H/M,Right,2132
1043,,Joshua Kimmich FC Bayern Munchen | GER 1,89,CDM RB,18K,PAC 68,SHO 72,PAS 87,DRI 84,DEF 83,PHY 79,3,4,H/M,Right,2223
1044,,Casemiro Manchester Utd | ENG 1,89,CDM,18.5K,PAC 63,SHO 73,PAS 75,DRI 72,DEF 87,PHY 90,2,3,M/H,Right,2142
1045,,Alisson Liverpool | ENG 1,89,GK,21.5K,DIV 86,HAN 85,KIC 85,REF 89,SPD 54,POS 90,1,3,M/M,Right,1002
1046,,Harry Kane Spurs | ENG 1,89,ST  CF,18.8K,PAC 68,SHO 91,PAS 83,DRI 82,DEF 47,PHY 82,3,5,H/H,Right,2139
1047,,Ederson Manchester City | ENG 1,89,GK,21.5K,DIV 87,HAN 82,KIC 93,REF 88,SPD 64,POS 88,1,3,M/M,Left,1145
1048,,N'Golo Kante Chelsea | ENG 1,89,CDM CM,19.5K,PAC 72,SHO 66,PAS 74,DRI 81,DEF 87,PHY 82,2,3,M/H,Right,2100
1049,,Jan Oblak Atletico de Madrid | ESP 1,89,GK,19K,DIV 86,HAN 90,KIC 78,REF 89,SPD 49,POS 87,1,3,M/M,Right,972
1050,,Heung Min Son Spurs | ENG 1,89,LW LM,18.5K,PAC 88,SHO 89,PAS 82,DRI 86,DEF 42,PHY 69,4,5,H/M,Right,2088
1051,,Ricardo Carvalho Heroes | ENG 1,89,CB,32K,PAC  80,SHO 57,PAS 73,DRI 74,DEF 92,PHY 83,2,3,L/H,Right,2081
1052,,Tomas Brolin Heroes | ITA 1,89,ST CAM CF RW,36K,PAC 90,SHO 92,PAS 85,DRI 92,DEF 61,PHY 71,4,3,H/H,Right,2306
1053,,Rafael Marquez Heroes | ESP 1,89,CDM CB,54K,PAC 78,SHO 66,PAS 76,DRI 75,DEF 91,PHY 89,3,3,M/H,Right,2182
1054,,Javier Mascherano Heroes | ENG 1,89,CDM CB,28.3K,PAC 78,SHO 56,PAS 77,DRI 77,DEF 90,PHY 87,3,3,L/H,Right,2138
1055,,Jay-Jay Okocha Heroes | FRA 1,89,CAM RM ST,141K,PAC 89,SHO 85,PAS 84,DRI 94,DEF 41,PHY 62,5,4,M/L,Right,2125
1056,,Yaya Toure Heroes | ENG 1,89,CDM CM CAM,269K,PAC 82,SHO 85,PAS 88,DRI 87,DEF 82,PHY 91,4,4,M/M,Right,2365
1057,,Christopher Nkunku RB Leipzig | GER 1,88,CF CAM ST,22.5K,PAC 90,SHO 85,PAS 86,DRI  90,DEF 68,PHY 68,5,3,H/M,Right,2230
1058,,Galeno FC Porto | POR 1,88,LM LW,17K,PAC 98,SHO 88,PAS 80,DRI 93,DEF 45,PHY 80,4,4,H/M,Right,2198
1059,,Jarrod Bowen West Ham | ENG 1,88,RM RW ST,18.5K,PAC 92,SHO 88,PAS 85,DRI 90,DEF 53,PHY 75,4,5,H/M,Left,2215
1060,,Erik Al Ain FC | UAE 1,88,LB LWB LM,,PAC 94,SHO 70,PAS 82,DRI 88,DEF 85,PHY 87,4,4,H/M,Left,2288
1061,,Ahmet Arslan Dynamo Dresden | GER 3,88,CM CDM CAM,26K,PAC 88,SHO 86,PAS 89,DRI 92,DEF 80,PHY 82,3,4,H/H,Right,2375
1062,,Francesco Acerbi Inter | ITA 1,88,CB,19.3K,PAC 70,SHO 56,PAS 71,DRI 71,DEF 91,PHY 88,3,3,M/H,Left,1981
1063,,Yassine Bounou Sevilla FC | ESP 1,88,GK,27K,DIV 91,HAN 85,KIC 80,REF 91,SPD 40,POS 89,1,2,M/M,Left,859
1064,,Abdulkerim Bardakci Galatasaray | TUR 1,88,CB,26K,PAC 80,SHO 46,PAS 74,DRI 78,DEF 91,PHY 93,2,4,H/H,Left,2099
1065,,Andre Blake Philadelphia | MLS,88,GK,26.5K,DIV 90,HAN 88,KIC 86,REF 91,SPD 61,POS 89,1,2,M/M,Right,856
1066,,Player,OVR,POS,BIN,PAC,SHO,PAS,DRI,DEF,PHY,S/M,W/F,W/Rs,Foot,Stats
1067,,Marcelo Grohe Al Ittihad | SAU 1,88,GK,26K,DIV 89,HAN 88,KIC 80,REF 90,SPD 52,POS 88,1,2,M/M,Right,834
1068,,Ahmed Hegazi Al Ittihad | SAU 1,88,CB,26.5K,PAC 82,SHO 32,PAS 62,DRI 67,DEF 90,PHY 96,2,3,M/H,Right,1865
1069,,Sam Hoskins Northampton | ENG 4,88,LM RM RW LW,26K,PAC 92,SHO 83,PAS 88,DRI 89,DEF 74,PHY 90,3,3,H/H,Right,2394
1070,,Carl Piergianni Stevenage | ENG 4,88,CB,26.3K,PAC 80,SHO 46,PAS 68,DRI 71,DEF 88,PHY 93,2,3,M/M,Left,2007
1071,,Nicolo Barella Inter | ITA 1,88,CM,18.5K,PAC 81,SHO 80,PAS 85,DRI 87,DEF 80,PHY 83,3,3,H/H,Right,2319
1072,,Morata Atletico de Madrid | ESP 1,88,ST CF,25.8K,PAC 88,SHO 90,PAS 80,DRI 87,DEF 41,PHY 87,3,4,H/M,Right,2183
1073,,David Hancko Feyenoord | NED 1,88,CB LB,,PAC 85,SHO 75,PAS 84,DRI 83,DEF 88,PHY 90,2,3,H/M,Left,2311
1074,,Joey Veerman PSV | NED 1,88,CM CDM CAM,31.3K,PAC 81,SHO 82,PAS 91,DRI 88,DEF 80,PHY 85,3,4,M/M,Right,2309
1075,,Cameron Carter-Vickers Celtic | SPFL,88,CB,12.8K,PAC 86,SHO 40,PAS 69,DRI 77,DEF 86,PHY 89,2,3,M/H,Right,1947
1076,,Ramy Bensebaini Mgladbach | GER 1,88,LB CB LWB,12.5K,PAC 86,SHO 74,PAS 86,DRI 88,DEF 88,PHY 88,3,4,H/M,Left,2349
1077,,Lucas Paqueta West Ham | ENG 1,88,CM CAM CF,25K,PAC 81,SHO 86,PAS 87,DRI 91,DEF 77,PHY 85,5,4,H/H,Left,2338
1078,,Eduardo Camavinga Real Madrid | ESP 1,88,LB LWB CDM,60K,PAC 88,SHO 76,PAS 88,DRI 90,DEF 85,PHY 87,4,4,H/H,Left,2339
1079,,Lois Openda RC Lens | FRA 1,88,ST CF,,PAC 99,SHO 89,PAS 83,DRI 88,DEF 42,PHY 90,3,3,H/L,Right,2226
1080,,Carlos Vela LAFC | MLS,88,RW RM CAM LW,27.5K,PAC 86,SHO 88,PAS 85,DRI 90,DEF 37,PHY 73,4,4,H/L,Left,2144
1081,,Michael Owen Icons | ICO,88,ST CF,22K,PAC 91,SHO 88,PAS 68,DRI 87,DEF 32,PHY 66,3,4,M/M,Right,2009
1082,,Sergej Milinkovic-Savic Latium | ITA 1,88,CM,25.8K,PAC 71,SHO 84,PAS 84,DRI 84,DEF 81,PHY 89,4,5,H/M,Right,2276
1083,,Michael Olise Crystal Palace | ENG 1,88,RW RM CAM,28K,PAC 92,SHO 82,PAS  89,DRI 91,DEF 62,PHY 65,4,3,H/M,Left,2218
1084,,Goncalo Guedes SL Benfica | POR 1,88,ST LM CF,,PAC 93,SHO 90,PAS 81,DRI 89,DEF 44,PHY 77,4,4,H/L,Right,2174
1085,,Alessandro Del Piero Icons | ICO,88,CF CAM ST,24.8K,PAC 87,SHO 89,PAS 84,DRI 90,DEF 41,PHY 70,4,4,M/M,Right,2130
1086,,David Soria Getafe CF | ESP 1,88,GK,25K,DIV 89,HAN 88,KIC 82,REF 89,SPD 51,POS 88,1,3,M/M,Right,894
1087,,Leroy Sane FC Bayern Munchen | GER 1,88,RM RW LW,27.3K,PAC 92,SHO 87,PAS 85,DRI 89,DEF 43,PHY 72,4,2,M/M,Left,2177
1088,,Rafael Leao Milan | ITA 1,88,LW LM,39K,PAC 94,SHO 83,PAS 79,DRI 90,DEF 31,PHY 80,4,4,M/L,Right,2055
1089,,Facundo Medina RC Lens | FRA 1,88,CB,24K,PAC 85,SHO 46,PAS 73,DRI 82,DEF 88,PHY  88,2,2,M/M,Left,2052
1090,,Kieran Trippier Newcastle Utd | ENG 1,88,RB RWB RM,20.3K,PAC 76,SHO 68,PAS 87,DRI 83,DEF 84,PHY 78,3,4,M/M,Right,2269
1091,,Georginio Wijnaldum Roma FC | ITA 1,88,CDM CM,25.5K,PAC 80,SHO 81,PAS 86,DRI 88,DEF 85,PHY 86,4,4,H/H,Right,2386
1092,,Player,OVR,POS,BIN,PAC,SHO,PAS,DRI,DEF,PHY,S/M,W/F,W/Rs,Foot,Stats
1093,,Roque Santa Cruz  Libertad | LIB,88,ST CF,,PAC 91,SHO 92,PAS 82,DRI 88,DEF 53,PHY 90,4,5,H/M,Right,2283
1094,,Pedro Latium | ITA 1,88,LW LM CF RW,,PAC 90,SHO 85,PAS 86,DRI 92,DEF 41,PHY 63,5,5,H/L,Right,2109
1095,,Adrien Rabiot Juventus | ITA 1,88,CM LM,,PAC 84,SHO 83,PAS 86,DRI 89,DEF 85,PHY 87,3,5,M/M,Left,2336
1096,,Matteo Guendouzi OM | FRA 1,88,CM CDM,40.8K,PAC 83,SHO 82,PAS 87,DRI 84,DEF 86,PHY 89,4,5,M/H,Right,2360
1097,,Matteo Guendouzi OM | FRA 1,88,CM CDM,40K,PAC 83,SHO 82,PAS 87,DRI 84,DEF 86,PHY 89,5,4,M/H,Right,2360
1098,,Mike Maignan Milan | ITA 1,88,GK,40.8K,DIV 86,HAN 84,KIC 86,REF 90,SPD 52,POS 87,1,4,M/M,Right,1072
1099,,Kai Havertz Chelsea | ENG 1,88,ST CF,25.8K,PAC 86,SHO 86,PAS 85,DRI 89,DEF 53,PHY 81,4,4,M/M,Left,2208
1100,,Edmond Tapsoba Leverkusen | GER 1,88,CB,18K,PAC 80,SHO 61,PAS 74,DRI 78,DEF 90,PHY 87,2,3,M/H,Right,2075
1101,,Andre Onana Inter | ITA 1,88,GK,47.3K,DIV 88,HAN 87,KIC 91,REF 90,SPD 68,POS 86,5,5,M/M,Right,1072
1102,,Antony Manchester Utd | ENG 1,88,RW RM,115K,PAC 97,SHO 82,PAS 84,DRI 90,DEF 45,PHY 77,5,5,H/M,Left,2145
1103,,Bukayo Saka Arsenal | ENG 1,88,RW RM LM LW,,PAC 91,SHO 84,PAS 85,DRI 89,DEF 70,PHY 72,4,4,H/M,Left,2246
1104,,Khvicha Kvaratskhelia Napoli FC | ITA 1,88,LW LM CAM,,PAC 92,SHO 82,PAS 85,DRI 90,DEF 52,PHY 80,4,5,M/M,Right,2182
1105,,Romelu Lukaku Inter | ITA 1,88,ST CF,26.5K,PAC 83,SHO 88,PAS 78,DRI 80,DEF 40,PHY 84,3,4,M/L,Left,2054
1106,,Federico Valverde Real Madrid | ESP 1,88,CAM,26.8K,PAC 91,SHO 79,PAS 84,DRI 83,DEF 82,PHY 84,3,4,H/H,Right,2261
1107,,Koke Atletico de Madrid | ESP 1,88,CM CDM,22.3K,PAC 80,SHO 81,PAS 90,DRI 85,DEF 83,PHY 84,4,5,M/M,Right,2319
1108,,Koke Atletico de Madrid | ESP 1,88,CM CDM,21.3K,PAC 80,SHO 81,PAS 90,DRI 85,DEF 83,PHY 84,5,4,M/M,Right,2319
1109,,Joselu RCD Espanyol | ESP 1,88,ST CF,,PAC 88,SHO 89,PAS 80,DRI 88,DEF 40,PHY 85,5,4,H/M,Right,2184
1110,,Emerson Royal Spurs | ENG 1,88,RWB RB,22.5K,PAC 90,SHO 72,PAS 82,DRI  85,DEF 86,PHY 88,5,3,H/M,Right,2269
1111,,Viktor Tsygankov Girona FC | ESP 1,88,RM RW,27K,PAC 93,SHO 84,PAS 86,DRI 88,DEF 54,PHY 69,4,4,H/M,Left,2165
